,Unnamed: 0,Cliente,UF,Ano,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%),Proporção do Valor Setorial ao PIB do UF
102,102,DORI ALIMENTOS LTDA,São Paulo,2002,1566250,1692150.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3485244825534094,0.0258951855401149
103,103,FISCHER S/A - AGROINDUSTRIA,São Paulo,2002,6197600,7789800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3485244825534094,0.0258951855401149
104,104,JBS S/A,São Paulo,2002,9296400,9296400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.3485244825534094,0.0258951855401149
105,105,FABRICA DE ARTEFATOS DE LATEX SAO ROQUE LTDA,São Paulo,2002,1211440,1353720.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.3485244825534094,0.0258951855401149
106,106,"RHODIA BRASIL S,A,",São Paulo,2002,6057200,7722600.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3485244825534094,0.0258951855401149
107,107,PRODUTOS ROCHE QUIMICOS E FAMACEUTICOS S/A,São Paulo,2002,2186730,2687448.0,INDUSTRIA DE TRANSFORMAÇÃO,"Farmoquímico, farmacêutico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3485244825534094,0.0258951855401149
108,108,RHODIA POLIAMIDA E ESPECIALIDADES SA,São Paulo,2002,7874360,10039380.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3485244825534094,0.0258951855401149
109,109,ALSTOM HYDRO ENERGIA BRASIL LTDA,São Paulo,2002,7673550,9439789.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3485244825534094,0.0258951855401149
110,110,"MAHLE COMPONENTES DE MOTORES DO BRASIL LTDA,",São Paulo,2002,24228800,24991200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3485244825534094,0.0258951855401149
111,111,"ACOS VILLARES S/A,",São Paulo,2002,12114400,15445200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3485244825534094,0.0258951855401149
112,112,ELIANE S/A - REVESTIMENTOS CERAMICOS,São Paulo,2002,3028600,3894900.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3485244825534094,0.0258951855401149
113,113,VISTEON SISTEMAS AUTOMOTIVOS LTDA,São Paulo,2002,18133800,20305800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3485244825534094,0.0258951855401149
114,114,CONFAB INDUSTRIAL SOCIEDADE ANONIMA,São Paulo,2002,9066900,9080884.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3485244825534094,0.0258951855401149
115,115,ALSTOM HYDRO ENERGIA BRASIL LTDA,São Paulo,2002,8806226,10931223.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.3485244825534094,0.0258951855401149
116,116,SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A,São Paulo,2002,6057200,6768600.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.3485244825534094,0.0258951855401149
117,117,"MONTECITRUS TRADING S/A,",São Paulo,2002,4712550,4782600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.3485244825534094,0.0258951855401149
118,118,COMPANHIA SUZANO DE PAPEL E CELULOSE,São Paulo,2002,9236400,9296400.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO MODAL S,A,",0.3485244825534094,0.0258951855401149
119,119,ROLAMENTOS FAG LTDA,São Paulo,2002,6157600,6168370.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3485244825534094,0.0258951855401149
120,120,CASAGRANDE REVESTIMENTOS CERAMICOS S/A,Paraná,2002,541695,541695.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.0592668384680633,0.1522791897505448
121,121,LAVRADORA RACIONAL DE MADEIRAS LAVRAMA S A,Paraná,2002,1083390,1083390.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.0592668384680633,0.1522791897505448
122,122,ISOGAMA INDUSTRIA QUIMICA LTDA,Paraná,2002,374060,374060.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.0592668384680633,0.1522791897505448
123,123,NIROFLEX IMPORTACAO E EXPORTACAO LTDA,Paraná,2002,1168435,1168435.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO FIBRA S,A,",0.0592668384680633,0.1522791897505448
124,124,ODEBRECHT COMERCIO E INDUSTRIA DE CAFE LTDA,Paraná,2002,1593471,1593471.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MICRO,PRIVADA,"BANCO MODAL S,A,",0.0592668384680633,0.1522791897505448
125,125,PALMALI - INDUSTRIAL DE ALIMENTOS LTDA,Paraná,2002,4746240,4746240.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.0592668384680633,0.1522791897505448
126,126,PALMALI - INDUSTRIAL DE ALIMENTOS LTDA,Paraná,2002,1186560,1095352.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.0592668384680633,0.1522791897505448
127,127,BOTICA COMERCIAL FARMACEUTICA LTDA,Paraná,2002,362180,360170.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0592668384680633,0.1522791897505448
128,128,ANDREAZZA MADEIRAS EIRELI,Paraná,2002,788134,715656.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MICRO,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0592668384680633,0.1522791897505448
129,129,ODEBRECHT COMERCIO E INDUSTRIA DE CAFE LTDA,Paraná,2002,1581103,1581103.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MICRO,PRIVADA,"BANCO MODAL S,A,",0.0592668384680633,0.1522791897505448
130,130,ANGELO CAMILOTTI CIA LTDA,Paraná,2002,975138,891427.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.0592668384680633,0.1522791897505448
131,131,C S PESQUISAS E PARTICIPACOES INDUSTRIAIS LTDA,Paraná,2002,739040,739040.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0592668384680633,0.1522791897505448
132,132,"ARAUCO DO BRASIL S,A,",Paraná,2002,11562300,11562300.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0592668384680633,0.1522791897505448
133,133,"ARAUCO DO BRASIL S,A,",Paraná,2002,3854100,3854100.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.0592668384680633,0.1522791897505448
134,134,"ARAUCO DO BRASIL S,A,",Paraná,2002,4689500,4689500.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.0592668384680633,0.1522791897505448
135,135,FERTIPAR FERTILIZANTES DO PARANA LIMITADA,Paraná,2002,26079900,27459600.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.0592668384680633,0.1522791897505448
136,136,NIROFLEX IMPORTACAO E EXPORTACAO LTDA,Paraná,2002,3912500,3912500.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0592668384680633,0.1522791897505448
137,137,BRASWEY S A INDUSTRIA E COMERCIO,São Paulo,2002,17241280,17493840.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3485244825534094,0.0258951855401149
138,138,BOTICA COMERCIAL FARMACEUTICA LTDA,Paraná,2002,1448720,1448720.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0592668384680633,0.1522791897505448
139,139,SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA,Paraná,2002,1256115,1256115.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0592668384680633,0.0539185859130851
140,140,AJINOMOTO INTERAMERICANA INDUSTRIA E COMERCIO LTDA,São Paulo,2002,3078800,3088627.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3485244825534094,0.0258951855401149
141,141,TINTO HOLDING LTDA,São Paulo,2002,3694560,3707881.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO PINE S/A,0.3485244825534094,0.0258951855401149
142,142,USINA MOEMA ACUCAR E ALCOOL LTDA,São Paulo,2002,5541840,6752880.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.3485244825534094,0.0258951855401149
143,143,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,3078800,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.3485244825534094,0.0258951855401149
144,144,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,1539400,1575300.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.3485244825534094,0.0258951855401149
145,145,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,3078800,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.3485244825534094,0.0258951855401149
146,146,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L,São Paulo,2002,3078800,3088308.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.3485244825534094,0.0258951855401149
147,147,C S PESQUISAS E PARTICIPACOES INDUSTRIAIS LTDA,Paraná,2002,426324,426324.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0592668384680633,0.1522791897505448
148,148,"ACOS VILLARES S/A,",São Paulo,2002,6157600,7789800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO UNICO S,A,",0.3485244825534094,0.0258951855401149
149,149,OXITENO S A INDUSTRIA E COMERCIO,São Paulo,2002,9340800,9363867.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.3485244825534094,0.0258951855401149
150,150,EMILIO B GOMES E FILHOS S A IND COM E EXP DE MADEIRAS,Paraná,2002,704611,704611.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO VOTORANTIM S,A,",0.0592668384680633,0.1522791897505448
151,151,CASAGRANDE REVESTIMENTOS CERAMICOS S/A,Paraná,2002,562890,562890.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.0592668384680633,0.1522791897505448
152,152,IBEMA COMPANHIA BRASILEIRA DE PAPEL,Paraná,2002,1818250,1818250.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0592668384680633,0.1522791897505448
153,153,COMPENSADOS E LAMINADOS LAVRASUL S/A,Paraná,2002,1419680,1419680.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0592668384680633,0.1522791897505448
154,154,SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA,Paraná,2002,1228605,1228605.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0592668384680633,0.0539185859130851
155,155,WAP DO BRASIL LTDA,Paraná,2002,355470,355470.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0592668384680633,0.1522791897505448
156,156,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS",São Paulo,2002,3078800,3324000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.3485244825534094,0.0258951855401149
157,157,CURTUME TOURO LTDA,São Paulo,2002,1256680,1208920.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.3485244825534094,0.0258951855401149
158,158,"MINERVA S,A,",São Paulo,2002,3141700,3751600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.3485244825534094,0.0258951855401149
159,159,SUCOCITRICO CUTRALE LTDA,São Paulo,2002,25133600,24178400.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3485244825534094,0.0091688942433118
160,160,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,3123900,3123900.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0050159147115118,1.7992941786430232
161,161,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,1069908,1069908.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0050159147115118,1.7992941786430232
162,162,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,764220,764220.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.0050159147115118,1.7992941786430232
163,163,"BRF S,A,",Santa Catarina,2002,59667500,59747241.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0365948136972121,0.2466225464533694
164,164,"BRF S,A,",Santa Catarina,2002,59102500,59175408.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0365948136972121,0.2466225464533694
165,165,ADAMI SA MADEIRAS,Santa Catarina,2002,2422800,2352000.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0365948136972121,0.2466225464533694
166,166,CERAMARTE LIMITADA,Santa Catarina,2002,726068,713239.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.0365948136972121,0.2466225464533694
167,167,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,2463040,2463040.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS",0.0050159147115118,1.7992941786430232
168,168,SCHULZ S/A,Santa Catarina,2002,2284200,2288743.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0365948136972121,0.2466225464533694
169,169,CHAPECO COMPANHIA INDUSTRIAL DE ALIMENTOS,Santa Catarina,2002,45976000,46275681.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME,0.0365948136972121,0.2466225464533694
170,170,CHAPECO COMPANHIA INDUSTRIAL DE ALIMENTOS,Santa Catarina,2002,12600500,12639745.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.0365948136972121,0.2466225464533694
171,171,PBG S/A,Santa Catarina,2002,5273400,5284575.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"AGENCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S,A, - B",0.0365948136972121,0.2466225464533694
172,172,ROHDEN PORTAS E PAINEIS LTDA,Santa Catarina,2002,862920,915495.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.0365948136972121,0.2466225464533694
173,173,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2002,2861700,1711329.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0365948136972121,0.2466225464533694
174,174,POMI FRUTAS S/A,Santa Catarina,2002,2706045,2716786.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0365948136972121,0.0873234155030185
175,175,POMIFRAI FRUTICULTURA SA,Santa Catarina,2002,2599146,2604776.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0365948136972121,0.0873234155030185
176,176,SCHULZ S/A,Santa Catarina,2002,2270900,2275005.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0365948136972121,0.2466225464533694
177,177,CERAMARTE LIMITADA,Santa Catarina,2002,1161385,1251979.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.0365948136972121,0.2466225464533694
178,178,EXPORTADORA BOM RETIRO LTDA,Rondônia,2002,615760,769825.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS",0.0050159147115118,1.7992941786430232
179,179,PBG S/A,Rio de Janeiro,2002,3631800,3631800.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.1237993620520437,0.0729010714707807
180,180,RYGY COELI CONFECCOES LTDA,Rio de Janeiro,2002,299160,299160.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",MICRO,PRIVADA,BANCO DO BRASIL SA,0.1237993620520437,0.0729010714707807
181,181,INDUSTRIAS SINIMBU S/A,Rio de Janeiro,2002,332400,332400.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.1237993620520437,0.0729010714707807
182,182,"THOR GRANITOS E MARMORES LTDA,",Rio de Janeiro,2002,1810800,1961400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.1237993620520437,0.0729010714707807
183,183,SILIMED - INDUSTRIA DE IMPLANTES LTDA,Rio de Janeiro,2002,2716200,2906925.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.1237993620520437,0.0729010714707807
184,184,SENDAS COMERCIO EXTERIOR S/A,Rio de Janeiro,2002,11254800,11556000.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS,0.1237993620520437,0.0258126057256565
185,185,"HI-CARE INDUSTRIA E COMERCIO LTDA,",Rio de Janeiro,2002,3013192,3013192.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,",0.1237993620520437,0.0729010714707807
186,186,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,2336940,2185042.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO UNICO S,A,",0.1237993620520437,0.0729010714707807
187,187,MAHLE HIRSCHVOGEL FORJAS S/A,Rio de Janeiro,2002,2172358,2172358.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.1237993620520437,0.0729010714707807
188,188,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,9347760,9347760.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO UNICO S,A,",0.1237993620520437,0.0729010714707807
189,189,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,9347760,9347760.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.1237993620520437,0.0729010714707807
190,190,"INGEVITY QUIMICA LTDA,",Rio de Janeiro,2002,1186560,1186560.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,"BANCO SAFRA S,A,",0.1237993620520437,0.0729010714707807
191,191,CROYDONMAQ INDUSTRIAL EIRELI,Rio de Janeiro,2002,325017,325017.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MICRO,PRIVADA,BANCO DO BRASIL SA,0.1237993620520437,0.0729010714707807
192,192,LABORATORIOS B BRAUN S/A,Rio de Janeiro,2002,3549200,3549200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.1237993620520437,0.0729010714707807
193,193,"DS & HA LOGISTICA IMP, E EXPORT, LTDA",Rio de Janeiro,2002,18763000,18763000.0,COMERCIO E SERVICOS,Comércio,MÉDIA,PRIVADA,"BANCO RURAL S,A - EM LIQUIDACAO EXTRAJUDICIAL",0.1237993620520437,0.1381215349475097
194,194,PBG S/A,Rio de Janeiro,2002,3798000,3798000.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.1237993620520437,0.0729010714707807
195,195,BRASCAN QUIMICOS E SOLDAS LTDA,Rio de Janeiro,2002,1884250,1884250.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.1237993620520437,0.0729010714707807
196,196,LANXESS ELASTOMEROS DO BRASIL S/A,Rio de Janeiro,2002,2336940,2138648.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.1237993620520437,0.0729010714707807
197,197,COMPANHIA SIDERURGICA NACIONAL,Rio de Janeiro,2002,26592000,31382400.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"MASSA FALIDA DO BANCO BVA S,A,",0.1237993620520437,0.0729010714707807
198,198,AGRICOLA FRAIBURGO SA,Santa Catarina,2002,4877271,4774413.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0365948136972121,0.0873234155030185
199,199,INDUSTRIAS ARTEFAMA SA,Santa Catarina,2002,1556800,1692150.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,",0.0365948136972121,0.2466225464533694
200,200,"FARFALLA TEXTIL LTDA,",Santa Catarina,2002,780975,780975.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0365948136972121,0.2466225464533694
201,201,SINCOL SA INDUSTRIA E COMERCIO,Santa Catarina,2002,630120,630120.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,",0.0365948136972121,0.2466225464533694
202,202,INDUSTRIAL DE MOVEIS GROBE LTDA,Santa Catarina,2002,157530,194745.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0365948136972121,0.2466225464533694
203,203,FEZER INDUSTRIA MECANICA S/A,Santa Catarina,2002,956520,1155600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0365948136972121,0.2466225464533694
204,204,CERAMARTE LIMITADA,Santa Catarina,2002,637680,637680.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A,0.0365948136972121,0.2466225464533694
205,205,HC BRASIL TEXTIL LTDA,Santa Catarina,2002,338430,392280.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.0365948136972121,0.2466225464533694
